Date,  Price  ,  Open  ,  High  ,  Low  ,  Vol  ,Change,direction,mavg
2019-03-11,33434,32266,33712,32266,,0.05,Increasing,33482.625
2019-03-08,31988,31709,32655,31709,800.8,0,Increasing,33427
2019-03-07,31932,31709,32210,31709,849.5,0.01,Increasing,33357.5
2019-03-06,31709,32711,32711,31487,,-0.03,Decreasing,33204.5
2019-03-05,32711,32989,33211,32544,963.7,-0.01,Decreasing,33128
2019-03-04,33100,32933,33378,32600,899.1,0.01,Increasing,32961.125
2019-03-01,32933,31765,32933,31765,891.2,0.03,Increasing,32822
2019-02-28,31988,33378,33768,31988,,-0.04,Decreasing,32474.375
2019-02-27,33156,33045,33656,33045,,0,Increasing,32439.625
2019-02-26,33045,33656,34046,33045,797.5,-0.01,Decreasing,32571.75
2019-02-25,33267,32544,34102,32544,,0.02,Increasing,32738.625
2019-02-22,32488,32488,32878,32266,,0,Increasing,32836
2019-02-21,32433,32321,32433,32154,,0,Increasing,32801.25
2019-02-20,32321,32154,32377,32154,762.4,0,Increasing,32703.875
2019-02-19,32266,32210,32377,32154,,0,Increasing,32620.5
2019-02-18,32210,31988,32377,31988,,0.01,Increasing,32648.25
2019-02-15,31988,32210,32433,31988,920.2,-0.01,Decreasing,32502.25
2019-02-14,32210,32043,32933,31988,,0.01,Increasing,32397.875
2019-02-13,31988,31988,32154,31765,820.4,0,Decreasing,32238
2019-02-12,31988,31988,32154,31876,767,0,Decreasing,32175.5
2019-02-11,31988,31765,32210,31543,792.4,0.01,Increasing,32119.875
2019-02-01,31543,31487,31654,31042,,0,Increasing,32022.625
2019-01-31,31487,31709,31821,31320,997.2,-0.01,Decreasing,31925.25
2019-01-30,31765,31709,31876,31654,709.5,-0.01,Decreasing,31869.625
2019-01-29,31932,31765,31932,31543,913.8,0.01,Increasing,31862.625
2019-01-28,31765,31709,31821,31598,756.9,0,Increasing,31807
2019-01-25,31709,31765,31932,31153,633.4,0,Decreasing,31772.125
2019-01-24,31765,31765,31876,31543,742,0,Decreasing,31744.25
2019-01-23,31821,31654,31821,31431,814.5,0.01,Increasing,31723.375
2019-01-22,31654,31821,31876,31264,962.9,0,Decreasing,31737.25
2019-01-21,31765,31709,31932,31654,637.3,0,Increasing,31772
2019-01-18,31709,31598,31988,31598,583.6,0,Increasing,31765
2019-01-17,31598,31765,31988,31598,712.2,-0.01,Decreasing,31723.25
2019-01-16,31988,32099,32321,31598,854.7,-0.01,Decreasing,31751.125
2019-01-15,32321,31988,32488,31654,,0,Decreasing,31827.625
2019-01-14,32321,32544,32655,31654,,-0.02,Decreasing,31897.125
2019-01-11,32989,32544,33267,32544,,0,Increasing,32043.125
2019-01-10,32933,32266,33267,32266,845.2,0.01,Increasing,32203
2019-01-09,32711,32154,33378,29874,,0.02,Increasing,32321.25
2019-01-08,32099,34491,34491,32099,,-0.07,Decreasing,32370
2019-01-07,34491,34769,35047,33990,,-0.02,Decreasing,32731.625
2019-01-04,35159,34769,35325,33935,,0,Increasing,33128
2019-01-03,35047,35548,35548,34880,,-0.02,Decreasing,33468.75
2019-01-02,35882,35882,35882,34936,860.7,0,Increasing,33913.875
2018-12-28,35715,35604,35882,35548,575.6,0,Decreasing,34254.625
2018-12-27,35715,35604,35937,35548,576.4,0,Decreasing,34602.375
2018-12-26,35715,35604,36271,35159,661.1,-0.02,Decreasing,34977.875
2018-12-25,36271,35882,36438,35381,787.6,0.02,Increasing,35499.375
2018-12-24,35659,35604,35993,35214,,0.01,Increasing,35645.375
2018-12-21,35325,35604,36271,35325,,-0.02,Decreasing,35666.125
2018-12-20,36160,35325,36438,35047,542.1,0.02,Increasing,35805.25
2018-12-19,35325,35882,35882,35325,522.5,-0.02,Decreasing,35735.625
2018-12-18,36049,36716,36883,35604,801.5,-0.02,Decreasing,35777.375
2018-12-17,36883,37272,37272,36494,478.9,-0.01,Decreasing,35923.375
2018-12-14,37272,37551,37662,37106,384.7,-0.01,Decreasing,36118
2018-12-13,37495,37829,38441,37495,473.5,-0.01,Decreasing,36271
2018-12-12,37829,37829,38441,37662,444.6,0,Decreasing,36542.25
2018-12-11,37884,37829,37996,37272,414.2,0,Decreasing,36862.125
2018-12-10,37996,37829,38107,37773,450.4,0,Decreasing,37091.625
2018-12-07,38107,37940,38385,37940,529.8,0.01,Increasing,37439.375
2018-12-06,37829,37272,38608,37272,495.3,0.01,Increasing,37661.875
2018-12-05,37439,37773,37773,37272,581.7,-0.01,Decreasing,37731.375
2018-12-04,37773,38051,38107,37551,463.4,-0.01,Decreasing,37794
2018-12-03,37996,37884,38441,37884,475.8,0,Increasing,37856.625
2018-11-30,37884,38496,38608,37384,662.9,-0.02,Decreasing,37863.5
2018-11-29,38496,38496,38663,38218,400.1,0,Increasing,37940
2018-11-28,38441,38218,38663,37829,372.9,0.02,Increasing,37995.625
2018-11-27,37829,38329,38830,37718,826.5,-0.01,Decreasing,37960.875
2018-11-26,38329,37884,38385,37384,261.1,0.01,Increasing,38023.375
2018-11-23,37884,37662,38107,37384,202.9,0.01,Increasing,38079
2018-11-22,37662,37606,38385,37606,247,0,Increasing,38065.125
2018-11-21,37606,38163,38441,37606,276,-0.02,Decreasing,38016.375
2018-11-20,38496,38441,38608,37272,260.7,0,Decreasing,38092.875
2018-11-19,38608,38775,38886,38385,219.3,0,Decreasing,38106.875
2018-11-16,38775,40110,40165,38385,320.9,-0.03,Decreasing,38148.625
2018-11-15,40054,39442,40610,39386,798.2,0.02,Increasing,38426.75
2018-11-14,39442,39442,40165,39220,741.3,0,Decreasing,38565.875
2018-11-13,39442,39164,39609,38663,295.2,0,Increasing,38760.625
2018-11-12,39331,38941,39386,38163,351.6,0.01,Increasing,38969.25
2018-11-09,38997,38385,39164,38107,277.4,0.02,Increasing,39143.125
2018-11-08,38385,38552,38886,37940,977.7,0,Decreasing,39129.25
2018-11-07,38496,38775,38830,38274,319.3,-0.01,Decreasing,39115.25
2018-11-06,38830,38886,39108,38663,255.7,0,Decreasing,39122.125
2018-11-05,38886,39553,39553,38663,229.4,-0.02,Decreasing,38976.125
2018-11-02,39553,39498,39609,39220,868.2,0,Increasing,38990
2018-11-01,39498,39553,39998,38997,292,0,Decreasing,38997
2018-10-31,39553,38997,39553,38886,755.4,0.01,Increasing,39024.75
2018-10-30,39053,39442,39442,38218,499.9,-0.01,Decreasing,39031.75
2018-10-29,39609,40666,40666,38997,333.3,-0.03,Decreasing,39184.75
2018-10-26,40666,41167,41556,40054,,-0.02,Decreasing,39456
2018-10-25,41445,40499,41445,39498,,0.02,Increasing,39782.875
2018-10-24,40555,39442,40888,38997,,0.03,Increasing,39991.5
2018-10-23,39442,39498,39498,38608,816.4,0,Decreasing,39977.625
2018-10-22,39498,38941,39553,38941,547,0.01,Increasing,39977.625
2018-10-19,38941,40332,40332,38441,,-0.03,Decreasing,39901.125
2018-10-18,40110,40777,40777,39776,322.2,-0.02,Decreasing,40033.25
2018-10-17,40833,40499,40888,39498,,0.01,Increasing,40186.25
2018-10-16,40499,38830,40610,38663,,0.04,Increasing,40165.375
2018-10-15,38830,37829,39498,37050,,0.03,Increasing,39838.5
2018-10-12,37829,35492,37940,35325,,0.07,Increasing,39497.75
2018-10-11,35492,35604,36716,34936,840.9,0,Decreasing,39004
2018-10-10,35604,36215,36215,35270,,-0.01,Decreasing,38517.25
2018-10-09,36104,35214,36160,35214,745.1,0.02,Increasing,38162.625
2018-10-08,35325,35492,35604,35047,,0,Decreasing,37564.5
2018-10-05,35492,35604,35604,35103,395.9,0,Decreasing,36896.875
2018-10-04,35604,35492,35604,35159,337.3,0,Decreasing,36285
2018-10-03,35604,35604,35826,35159,445.6,0,Decreasing,35881.75
2018-10-02,35770,35604,36049,35548,410.8,-0.01,Decreasing,35624.375
2018-10-01,36049,36994,37050,35882,974.2,-0.03,Decreasing,35694
